"","GenderSelect","Country","Age","CurrentJobTitleSelect","MLToolNextYearSelect","LanguageRecommendationSelect","FormalEducation","FirstTrainingSelect","EmployerIndustry","JobSatisfaction","CompensationAmount","CompensationCurrency","Exchange"
"3286","Male","Chile","34","Data Scientist","Microsoft Azure Machine Learning","Python","Master's degree","University courses","Manufacturing","7",30000000,"CLP",NA
"3287","Male","United States","57","Researcher","Hadoop/Hive/Pig","R","Doctoral degree","Online courses (coursera, udemy, edx, etc.)","Academic","3",85000,"USD",NA
"3288","Male","Spain","39","DBA/Database Engineer","Amazon Web services","Python","Master's degree","Self-taught","Other","4",33000,"EUR",NA
"3289","Male","India","38","Data Scientist","TensorFlow","Python","Master's degree","University courses","Technology","7",5000000,"INR",NA
"3290","Male","United States","36","Researcher","R","R","Doctoral degree","Self-taught","Academic","10 - Highly Satisfied",94000,"USD",NA
"3291","Male","Japan","45","Data Scientist","DataRobot","Python","Doctoral degree","Work","CRM/Marketing","6",10000000,"JPY",NA
"3292","Male","Other","32","Other","Mathematica","R","Professional degree","Self-taught","Academic","5",13000,"EUR",NA
"3293","Male","Germany","53","Business Analyst","Python","Python","Professional degree","Work","Insurance","6",80000,"EUR",NA
"3294","Male","Canada","27","Data Scientist","Other","Python","Master's degree","University courses","Non-profit","7",71000,"CAD",NA
"3295","Male","Brazil","25","Data Analyst","IBM Watson / Waton Analytics","Python","Bachelor's degree","Self-taught","Other","8",130000,"BRL",NA
"3296","Female","Italy","57","Other","Microsoft Azure Machine Learning","R","Master's degree","University courses","Government","8",45000,"EUR",NA
"3297","Male","Japan","34","Software Developer/Software Engineer","TensorFlow","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Technology","6",8500000,"JPY",NA
"3298","Male","Portugal","78","Researcher","Other","C/C++/C#","Doctoral degree","University courses","Academic","5",63000,"EUR",NA
"3299","Male","United States","43","Data Miner","Amazon Machine Learning","Python","Bachelor's degree","Kaggle competitions","Mix of fields","8",75000,"USD",NA
"3300","Male","Malaysia","42","Scientist/Researcher","Python","Python","Doctoral degree","Self-taught","Academic","6",160000,"MYR",NA
"3301","Male","United States","33","Data Scientist","TensorFlow","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Technology","7",90000,"USD",NA
"3302","Female","United States","30","Other","Tableau","Python","Doctoral degree","Self-taught","Academic","9",107000,"USD",NA
"3303","Male","Colombia","62","Researcher","R","C/C++/C#","Doctoral degree","University courses","Academic","8",150000000,"COP",NA
"3304","Male","Brazil","29","Business Analyst","IBM Watson / Waton Analytics","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Pharmaceutical","6",18000,"BRL",NA
"3305","Male","United States","53","Data Scientist","TensorFlow","Python","Master's degree","Self-taught","Other","9",220000,"USD",NA
"3306","Male","Poland","33","Engineer","Julia","Python","Master's degree","Self-taught","Internet-based","3",50000,"USD",NA
"3307","Male","United States","47","Software Developer/Software Engineer","Amazon Machine Learning","Python","Bachelor's degree","Self-taught","Mix of fields","7",102759,"USD",NA
"3308","Male","India","23","Software Developer/Software Engineer","NoSQL","C/C++/C#","Bachelor's degree","University courses","Financial","5",1200000,"INR",NA
"3309","Male","People 's Republic of China","41","Computer Scientist","TensorFlow","Python","Doctoral degree","University courses","Academic","5",120000,"CNY",NA
"3310","Male","Russia","32","Programmer","Python","Python","I did not complete any formal education past high school","Online courses (coursera, udemy, edx, etc.)","Internet-based","6",1680000,"RUB",NA
"3311","Female","United States","34","Data Analyst","IBM Watson / Waton Analytics","Python","Doctoral degree","University courses","Academic","4",50000,"USD",NA
"3312","Male","United States","45","Software Developer/Software Engineer","Stan","R","Master's degree","Self-taught","Financial","6",300000,"USD",NA
"3313","Male","Taiwan","35","Machine Learning Engineer","Google Cloud Compute","Python","Doctoral degree","Online courses (coursera, udemy, edx, etc.)","Technology","7",84,"TWD",NA
"3314","Female","United States","29","Data Scientist","Spark / MLlib","R","Bachelor's degree","Self-taught","Financial","10 - Highly Satisfied",90000,"USD",NA
"3315","Male","United States","27","Other","Jupyter notebooks","Python","Bachelor's degree","University courses","Financial","5",120000,"USD",NA
"3316","Male","India","29","Data Analyst","Jupyter notebooks","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Mix of fields","4",60,"INR",NA
"3317","Male","France","34","Data Scientist","TensorFlow","Python","Doctoral degree","Self-taught","Technology","6",53000,"EUR",NA
"3318","Male","Netherlands","66","Scientist/Researcher","I don't plan on learning a new tool/technology","Other","Professional degree","Self-taught","Military/Security","10 - Highly Satisfied",6000,"EUR",NA
"3319","Male","United Kingdom","47","Scientist/Researcher","Other","Python","Doctoral degree","Self-taught","Internet-based","10 - Highly Satisfied",100000,"GBP",NA
"3320","Male","United States","28","Software Developer/Software Engineer","Google Cloud Compute","Python","Bachelor's degree","Self-taught","Mix of fields","5",75000,"USD",NA
"3321","Male","Argentina","40","Business Analyst","Amazon Machine Learning","Python","Bachelor's degree","University courses","Technology","3",45000,"USD",NA
"3322","Male","India","42","Other","IBM Watson / Waton Analytics","Python","Master's degree","University courses","Technology","5",100000,"INR",NA
"3323","Male","United States","55","Data Scientist","TensorFlow","R","Master's degree","Self-taught","Other","7",166000,"USD",NA
"3324","Male","Russia","46","Scientist/Researcher","SAP BusinessObjects Predictive Analytics","R","Doctoral degree","University courses","Academic","8",350000,"PAB",NA
"3325","Male","France","24","Data Scientist","TensorFlow","Python","Master's degree","University courses","CRM/Marketing","8",40000,"EUR",NA
"3326","Female","Canada","28","Scientist/Researcher","Julia","Python","Master's degree","Self-taught","Academic","5",20000,"CAD",NA
"3327","Male","France","50","Scientist/Researcher","TensorFlow","Python","Doctoral degree","Work","Academic","7",65000,"EUR",NA
"3328","Male","United States","39","Data Scientist","Python","Python","Master's degree","Self-taught","Academic","2",41574,"USD",NA
"3329","Male","United States","57","Data Scientist","Amazon Web services","R","Master's degree","University courses","Other","9",130000,"USD",NA
"3330","Male","South Africa","26","Data Analyst","Microsoft Azure Machine Learning","Python","Bachelor's degree","Self-taught","Other","4",270000,"ZAR",NA
"3331","Female","United States","56","Data Scientist","TensorFlow","Python","Doctoral degree","University courses","Government","7",159000,"USD",NA
"3332","Male","United States","35","Other","TensorFlow","R","Bachelor's degree","Kaggle competitions","Insurance","8",180000,"USD",NA
"3333","Male","Other","28","Data Analyst","TensorFlow","R","Master's degree","University courses","Internet-based","8",45000,"EUR",NA
"3334","Male","United States","55","Researcher","R","Python","Doctoral degree","Self-taught","Academic","9",150000,"USD",NA
"3335","Male","Brazil","38","Data Analyst","IBM Watson / Waton Analytics","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Internet-based","10 - Highly Satisfied",200000,"BRL",NA
"3336","Male","United States","33","Data Analyst","Python","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Other","9",110000,"USD",NA
"3337","Male","Spain","44","Programmer","Amazon Web services","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Government","1 - Highly Dissatisfied",20000,"EUR",NA
"3338","Male","United States","41","Statistician","R","R","Doctoral degree","University courses","Academic","8",79000,"USD",NA
"3339","Male","Norway","38","Data Scientist","R","R","Doctoral degree","Online courses (coursera, udemy, edx, etc.)","Financial","8",675000,"NOK",NA
"3340","Female","United States","33","Scientist/Researcher","Python","Python","Doctoral degree","Work","Academic","8",20000,"USD",NA
"3341","Male","Spain","29","Software Developer/Software Engineer","Spark / MLlib","Python","Professional degree","University courses","Technology","8",28000,"EUR",NA
"3342","Male","United States","40","Scientist/Researcher","Python","Python","Master's degree","University courses","Non-profit","1 - Highly Dissatisfied",64000,"USD",NA
"3343","Male","Singapore","33","DBA/Database Engineer","TensorFlow","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Financial","5",102000,"SGD",NA
"3344","Male","Italy","52","Data Scientist","Flume","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Internet-based","7",130000,"CHF",NA
"3345","Male","United States","36","Data Scientist","Spark / MLlib","Python","Doctoral degree","Online courses (coursera, udemy, edx, etc.)","Manufacturing","7",100000,"USD",NA
"3346","Male","Brazil","30","Machine Learning Engineer","Jupyter notebooks","R","Doctoral degree","Other","Technology","8",3600,"BRL",NA
"3347","Male","Canada","40","Other","R","R","Bachelor's degree","Work","Insurance","9",195000,"CAD",NA
"3348","Male","United States","47","Scientist/Researcher","Other","Python","Doctoral degree","Work","Academic","7",72000,"USD",NA
"3349","Male","Other","38","Data Scientist","R","SQL","Master's degree","University courses","Financial","3",130000,"USD",NA
"3350","Male","Ireland","27","Data Scientist","Spark / MLlib","Python","Master's degree","University courses","Internet-based","8",45000,"EUR",NA
"3351","Male","United States","30","Data Scientist","TensorFlow","SQL","Master's degree","University courses","Other","9",88500,"USD",NA
"3352","Female","United States","34","Data Analyst","TensorFlow","Python","Doctoral degree","Other","Government","6",50000,"USD",NA
"3353","Male","Hong Kong","31","Researcher","TensorFlow","Python","Master's degree","University courses","Academic","4",15700,"HKD",NA
"3354","Male","United States","45","DBA/Database Engineer","Spark / MLlib","Python","Doctoral degree","University courses","Academic","9",100000,"USD",NA
"3355","Male","Russia","30","Data Analyst","IBM Watson / Waton Analytics","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Mix of fields","9",1800000,"RUB",NA
"3356","Female","Spain","25","Data Scientist","Python","R","Master's degree","University courses","Mix of fields","8",26000,"EUR",NA
"3357","Male","Canada","40","Data Analyst","TensorFlow","Python","Some college/university study without earning a bachelor's degree","Work","CRM/Marketing","8",150000,"CAD",NA
"3358","Male","Colombia","25","Engineer","R","R","Some college/university study without earning a bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Academic","8",48000000,"COP",NA
"3359","Male","Mexico","36","Data Scientist","Hadoop/Hive/Pig","SQL","Master's degree","Online courses (coursera, udemy, edx, etc.)","Technology","10 - Highly Satisfied",720000,"MXN",NA
"3360","Male","United States","27","Data Scientist","Spark / MLlib","Python","Bachelor's degree","Kaggle competitions","Other","8",135000,"USD",NA
"3361","Male","Argentina","26","Data Scientist","Flume","Python","Master's degree","Kaggle competitions","Military/Security","10 - Highly Satisfied",80000,"USD",NA
"3362","Male","United States","20","Data Analyst","Amazon Machine Learning","Python","Some college/university study without earning a bachelor's degree","University courses","Financial","4",120000,"USD",NA
"3363","Male","United States","28","Scientist/Researcher","Python","Matlab","Doctoral degree","Online courses (coursera, udemy, edx, etc.)","Telecommunications","8",11500,"USD",NA
"3364","Male","Germany","36","Scientist/Researcher","TensorFlow","Python","Doctoral degree","University courses","Mix of fields","10 - Highly Satisfied",90000,"EUR",NA
"3365","Male","United States","48","Machine Learning Engineer","TensorFlow","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Technology","7",200000,"USD",NA
"3366","Male","United States","32","Computer Scientist","TensorFlow","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Financial","7",140000,"USD",NA
"3367","Male","Switzerland","37","Scientist/Researcher","Google Cloud Compute","Python","Doctoral degree","Self-taught","Academic","2",98000,"CHF",NA
"3368","Male","Mexico","45","DBA/Database Engineer","Other","R","Master's degree","University courses","Financial","8",624000,"MXN",NA
"3369","Male","India","30","Software Developer/Software Engineer","Amazon Web services","R","Bachelor's degree","Other","Pharmaceutical","4",1300000,"INR",NA
"3370","Female","United States","27","Data Scientist","DataRobot","Python","Master's degree","Self-taught","Other","7",90000,"USD",NA
"3371","Male","United States","34","Scientist/Researcher","Amazon Web services","Python","Doctoral degree","Online courses (coursera, udemy, edx, etc.)","Academic","7",50000,"USD",NA
"3372","Male","Chile","24","Software Developer/Software Engineer","Julia","Python","Bachelor's degree","Self-taught","Mix of fields","8",12000,"USD",NA
"3373","Male","United States","31","Data Scientist","I don't plan on learning a new tool/technology","Python","Doctoral degree","Self-taught","Technology","6",217000,"USD",NA
"3374","Male","United States","38","Other","Jupyter notebooks","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Government","6",90000,"USD",NA
"3375","Male","United States","55","Software Developer/Software Engineer","DataRobot","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Technology","1 - Highly Dissatisfied",230000,"USD",NA
"3377","Male","Spain","24","Data Scientist","Google Cloud Compute","Python","Bachelor's degree","Kaggle competitions","Internet-based","9",60000,"USD",NA
"3378","Female","United States","59","Statistician","Python","Python","Doctoral degree","University courses","Technology","10 - Highly Satisfied",190000,"USD",NA
"3379","Male","Other","23","Software Developer/Software Engineer","TensorFlow","Python","Bachelor's degree","Self-taught","Other","4",500000,"NPR",NA
"3380","Male","United States","52","Software Developer/Software Engineer","Python","R","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Pharmaceutical","4",95000,"USD",NA
"3381","Male","Finland","36","Data Scientist","Python","Python","Master's degree","University courses","Mix of fields","8",54000,"EUR",NA
"3382","Male","Brazil","45","Data Analyst","TensorFlow","Python","Doctoral degree","University courses","Government","6",200000,"BRL",NA
"3383","Male","United States","28","Data Scientist","TensorFlow","Python","Master's degree","Work","Other","8",160000,"USD",NA
"3384","Male","Mexico","31","Data Analyst","TensorFlow","R","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Financial","7",18000,"MXN",NA
"3385","Male","United States","56","Engineer","Python","Python","Doctoral degree","Self-taught","Academic","4",90000,"USD",NA
"3386","Male","Malaysia","38","Data Scientist","Flume","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Telecommunications","7",160,"MYR",NA
"3387","Male","United States","31","Other","Tableau","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Financial","7",106000,"USD",NA
"3388","Male","Canada","52","DBA/Database Engineer","Jupyter notebooks","Python","Master's degree","University courses","Other","7",108000,"CAD",NA
"3389","Male","United States","32","Data Scientist","TensorFlow","R","Master's degree","University courses","Mix of fields","8",95000,"USD",NA
"3390","Male","India","58","Other","SAS Base","Python","Master's degree","Kaggle competitions","Technology","8",3000000,"INR",NA
"3391","Female","Russia","55","Data Scientist","KNIME (commercial version)","C/C++/C#","Doctoral degree","Work","Academic","8",24000,"RUB",NA
"3392","Male","United States","40","Machine Learning Engineer","Jupyter notebooks","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Military/Security","8",135000,"USD",NA
"3393","Male","Germany","30","Researcher","TensorFlow","R","Master's degree","Self-taught","Academic","3",40000,"EUR",NA
"3394","Male","Other","25","Data Scientist","Amazon Web services","Python","Bachelor's degree","University courses","Academic","10 - Highly Satisfied",20800,"USD",NA
"3395","Female","United States","56","Scientist/Researcher","Python","Python","Master's degree","University courses","Pharmaceutical","5",1000,"USD",NA
"3396","Male","United States","25","Machine Learning Engineer","R","Python","Master's degree","University courses","Technology","6",60000,"USD",NA
"3397","Male","United States","39","Predictive Modeler","Python","SQL","Master's degree","Self-taught","Other","8",132000,"USD",NA
"3398","Male","United States","31","Engineer","NoSQL","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Telecommunications","4",110000,"USD",NA
"3399","Male","United States","39","Software Developer/Software Engineer","Stan","R","Master's degree","University courses","Other","3",140000,"USD",NA
"3400","Male","Netherlands","32","Data Scientist","TensorFlow","Python","Master's degree","University courses","Financial","7",55000,"EUR",NA
"3401","Male","Mexico","30","Data Scientist","R","R","Bachelor's degree","Self-taught","Financial","8",540000,"MXN",NA
"3402","Male","Colombia","29","Researcher","IBM Watson / Waton Analytics","R","Master's degree","Online courses (coursera, udemy, edx, etc.)","Academic","8",3000000,"COP",NA
"3403","Male","United States","45","Data Scientist","TensorFlow","Python","Master's degree","Work","Retail","7",130000,"USD",NA
"3404","Male","United States","32","Other","TensorFlow","Python","Master's degree","Self-taught","Technology","7",300000,"USD",NA
"3405","Male","United States","30","Statistician","TensorFlow","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Government","6",46000,"USD",NA
"3406","Male","Mexico","27","Data Analyst","Spark / MLlib","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Technology","6",360000,"MXN",NA
"3407","Male","United States","63","Other","Python","R","Doctoral degree","Self-taught","Academic","10 - Highly Satisfied",175000,"USD",NA
"3408","Male","Other","30","Data Scientist","Google Cloud Compute","Python","Master's degree","Work","Internet-based","8",100000,"USD",NA
"3409","Male","Finland","29","Scientist/Researcher","TensorFlow","Python","Doctoral degree","University courses","Academic","4",30000,"EUR",NA
"3410","Male","Japan","32","Other","Other","Python","Doctoral degree","Work","Pharmaceutical","8",15340000,"JPY",NA
"3411","Male","Malaysia","40","Data Analyst","Other","R","Master's degree","Work","Manufacturing","8",50000,"USD",NA
"3412","Male","United States","44","Other","Spark / MLlib","R","Doctoral degree","Self-taught","Academic","8",150000,"USD",NA
"3413","Male","India","25","Software Developer/Software Engineer","Python","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Technology","3",1296000,"INR",NA
"3414","Male","Ukraine","35","Data Scientist","TensorFlow","Python","Doctoral degree","University courses","Financial","7",10000,"USD",NA
"3415","Female","Greece","24","DBA/Database Engineer","Amazon Machine Learning","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Technology","9",25000,"EUR",NA
"3416","Male","United States","32","Data Analyst","Spark / MLlib","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Other","6",72000,"USD",NA
"3417","Female","Greece","31","Machine Learning Engineer","TensorFlow","Python","Master's degree","Self-taught","Military/Security","6",30000,"EUR",NA
"3418","Male","United States","31","Engineer","TensorFlow","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Other","7",105000,"USD",NA
"3419","Male","United States","40","Researcher","Python","Python","Doctoral degree","University courses","Academic","8",130000,"USD",NA
"3420","Male","Brazil","51","Data Analyst","Amazon Web services","R","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Pharmaceutical","7",90000,"BRL",NA
"3421","Female","United States","61","Scientist/Researcher","Other","R","Doctoral degree","Self-taught","Academic","6",190000,"USD",NA
"3422","Male","Italy","36","Programmer","I don't plan on learning a new tool/technology","Python","I did not complete any formal education past high school","Online courses (coursera, udemy, edx, etc.)","Manufacturing","8",25000,"EUR",NA
"3423","Male","United States","51","Data Scientist","Jupyter notebooks","Python","Some college/university study without earning a bachelor's degree","Work","Financial","5",200000,"USD",NA
"3424","Male","United States","42","DBA/Database Engineer","TensorFlow","Python","Master's degree","Kaggle competitions","Other","7",175000,"USD",NA
"3425","Male","United States","43","Software Developer/Software Engineer","TensorFlow","Python","Bachelor's degree","Self-taught","CRM/Marketing","5",140000,"USD",NA
"3426","Female","United States","25","Data Scientist","Amazon Machine Learning","Python","Master's degree","Self-taught","Mix of fields","7",76800,"USD",NA
"3427","Male","United States","26","Engineer","Other","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Internet-based","8",50000,"USD",NA
"3428","Male","Other","35","Data Scientist","Spark / MLlib","Python","Master's degree","University courses","CRM/Marketing","8",110000,"EUR",NA
"3429","Male","United States","33","Data Scientist","TensorFlow","Python","Master's degree","Self-taught","Other","8",172000,"USD",NA
"3430","Female","United States","29","Data Scientist","Hadoop/Hive/Pig","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Other","8",85000,"USD",NA
"3431","Male","United States","34","Data Analyst","Python","Python","Master's degree","University courses","CRM/Marketing","7",95000,"USD",NA
"3432","Male","Brazil","29","Statistician","TensorFlow","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Other","10 - Highly Satisfied",45000,"BRL",NA
"3433","Male","United States","32","Data Scientist","R","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Internet-based","7",140000,"USD",NA
"3434","Male","People 's Republic of China","25","Machine Learning Engineer","Google Cloud Compute","Python","Master's degree","Self-taught","Technology","3",400000,"CNY",NA
"3435","Male","United States","31","Data Scientist","Amazon Web services","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Technology","7",150000,"USD",NA
"3436","Male","United States","37","Data Scientist","Python","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Financial","7",115000,"USD",NA
"3437","Female","India","52","Other","SAS Enterprise Miner","R","Doctoral degree","University courses","Government","9",1500000,"INR",NA
"3438","Female","United States","37","Software Developer/Software Engineer","TensorFlow","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","CRM/Marketing","7",150000,"USD",NA
"3440","Male","Greece","28","Data Analyst","Spark / MLlib","R","Master's degree","Online courses (coursera, udemy, edx, etc.)","Mix of fields","8",0,"EUR",NA
"3441","Male","United States","28","Engineer","TensorFlow","Python","Bachelor's degree","Self-taught","Other","9",105000,"USD",NA
"3442","Female","United States","31","Data Scientist","TensorFlow","Python","Master's degree","University courses","Technology","7",140000,"USD",NA
"3443","Male","Other","39","Statistician","IBM Cognos","Python","Master's degree","University courses","Government","8",144000,"PEN",NA
"3444","Male","United States","29","Data Scientist","TensorFlow","SQL","Master's degree","Online courses (coursera, udemy, edx, etc.)","Technology","7",115000,"USD",NA
"3445","Male","United States","26","Data Scientist","TensorFlow","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Other","5",90000,"USD",NA
"3446","Female","Indonesia","28","Scientist/Researcher","R","R","Master's degree","University courses","Other","8",3250000,"IDR",NA
"3447","Male","India","41","Programmer","Python","R","Master's degree","Online courses (coursera, udemy, edx, etc.)","Telecommunications","7",2500000,"INR",NA
"3448","Male","India","24","Business Analyst","Python","Python","Master's degree","Kaggle competitions","CRM/Marketing","5",1600000,"INR",NA
"3449","Male","United States","37","Data Scientist","Hadoop/Hive/Pig","Python","Doctoral degree","Other","Technology","9",140000,"USD",NA
"3450","Male","United States","53","Data Scientist","Spark / MLlib","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","CRM/Marketing","3",150000,"USD",NA
"3451","Male","United States","34","Machine Learning Engineer","TensorFlow","Python","Doctoral degree","Online courses (coursera, udemy, edx, etc.)","Internet-based","9",150000,"USD",NA
"3452","Male","Spain","38","Machine Learning Engineer","Google Cloud Compute","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Mix of fields","9",42000,"EUR",NA
"3453","Male","United States","30","Researcher","TensorFlow","R","Doctoral degree","Self-taught","Academic","8",60000,"USD",NA
"3454","Male","India","34","Other","Julia","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Technology","5",5500000,"INR",NA
"3455","Female","United States","36","Data Scientist","SAP BusinessObjects Predictive Analytics","R","Doctoral degree","Kaggle competitions","Other","8",82500,"USD",NA
"3456","Male","United States","63","Scientist/Researcher","Other","R","Doctoral degree","Self-taught","Financial","10 - Highly Satisfied",350000,"USD",NA
"3457","Male","United States","53","Researcher","R","R","Doctoral degree","Self-taught","Academic","10 - Highly Satisfied",115000,"USD",NA
"3458","Male","India","41","Programmer","Amazon Machine Learning","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Telecommunications","3",3269000,"INR",NA
"3459","Male","United States","53","Data Scientist","Julia","Other","Master's degree","Self-taught","Academic","8",70000,"USD",NA
"3460","Male","Canada","38","Data Scientist","Julia","R","Doctoral degree","University courses","Government","8",120000,"CAD",NA
"3461","Male","United States","30","Data Scientist","I don't plan on learning a new tool/technology","Python","Doctoral degree","University courses","Technology","7",190000,"USD",NA
"3462","Male","Spain","47","Researcher","TensorFlow","Python","Doctoral degree","Self-taught","Academic","4",35000,"EUR",NA
"3463","Female","Hungary","26","Statistician","TensorFlow","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Technology","5",2650000,"HUF",NA
"3464","Male","Germany","34","Data Scientist","I don't plan on learning a new tool/technology","Python","Doctoral degree","Work","Technology","9",90000,"EUR",NA
"3465","Male","Malaysia","44","Data Scientist","Google Cloud Compute","R","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Technology","6",99600,"MYR",NA
"3466","Male","Finland","30","Data Scientist","Python","Python","Master's degree","Self-taught","Retail","9",75000,"EUR",NA
"3467","Female","United States","25","Data Analyst","Amazon Web services","R","Master's degree","University courses","Technology","3",67000,"USD",NA
"3468","Male","United States","42","Data Scientist","TensorFlow","Python","Doctoral degree","University courses","Technology","4",160000,"USD",NA
"3469","Male","United States","40","DBA/Database Engineer","Python","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Financial","9",130000,"USD",NA
"3470","Male","Other","25","Statistician","Python","R","Master's degree","Online courses (coursera, udemy, edx, etc.)","Government","2",4200000,"XOF",NA
"3471","Female","United States","30","Researcher","Amazon Machine Learning","Python","Doctoral degree","Work","Government","6",50000,"USD",NA
"3472","Male","United States","35","Scientist/Researcher","Julia","Julia","Bachelor's degree","University courses","Financial","9",1000000,"USD",NA
"3473","Female","United States","38","Data Scientist","TensorFlow","Python","Doctoral degree","Self-taught","Internet-based","8",115000,"USD",NA
"3474","Male","Canada","54","Data Analyst","Tableau","R","Master's degree","Online courses (coursera, udemy, edx, etc.)","Other","6",85000,"CAD",NA
"3475","Male","Israel","36","Data Scientist","Spark / MLlib","Python","Bachelor's degree","Kaggle competitions","Mix of fields","9",250000,"ILS",NA
"3476","Female","United States","37","Software Developer/Software Engineer","Google Cloud Compute","R","Master's degree","University courses","Technology","4",75000,"USD",NA
"3477","Male","Russia","28","Data Analyst","Python","R","Master's degree","Self-taught","Academic","3",300000,"RUB",NA
"3478","Male","Russia","40","Software Developer/Software Engineer","Python","C/C++/C#","Master's degree","Work","Technology","6",23000,"EUR",NA
"3479","Male","Spain","48","Data Scientist","TensorFlow","R","Master's degree","Online courses (coursera, udemy, edx, etc.)","Other","9",80000,"EUR",NA
"3480","Male","United States","22","Engineer","TensorFlow","Python","Master's degree","University courses","Military/Security","9",75000,"USD",NA
"3481","Male","South Africa","26","Data Scientist","Julia","R","Master's degree","Self-taught","Mix of fields","4",300000,"ZAR",NA
"3482","Female","United States","29","Operations Research Practitioner","Amazon Web services","Python","Master's degree","University courses","Mix of fields","9",162000,"USD",NA
"3483","Male","United States","38","Other","Cloudera","Python","Master's degree","Self-taught","Mix of fields","8",140000,"USD",NA
"3484","Male","India","28","Business Analyst","Hadoop/Hive/Pig","SAS","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Financial","7",375000,"INR",NA
"3485","Male","United States","52","Data Scientist","Spark / MLlib","Python","Doctoral degree","University courses","Pharmaceutical","8",160000,"USD",NA
"3486","Male","Canada","35","Scientist/Researcher","Python","Python","Doctoral degree","Self-taught","Academic","8",35000,"CAD",NA
"3487","Female","United States","29","Researcher","Tableau","SQL","Master's degree","University courses","Academic","8",30000,"USD",NA
"3488","Male","Republic of China","26","Computer Scientist","Python","SQL","Doctoral degree","Online courses (coursera, udemy, edx, etc.)","Academic","8",30000,"USD",NA
"3489","Male","Germany","34","Software Developer/Software Engineer","TensorFlow","Python","Doctoral degree","University courses","Other","7",62000,"EUR",NA
"3490","Male","India","23","Software Developer/Software Engineer","TensorFlow","Python","Bachelor's degree","Online courses (coursera, udemy, edx, etc.)","Mix of fields","6",600000,"INR",NA
"3491","Male","Ukraine","50","Data Scientist","Spark / MLlib","Python","Doctoral degree","Self-taught","Internet-based","8",160000,"USD",NA
"3492","Male","United States","58","Data Scientist","Amazon Web services","Python","Doctoral degree","Self-taught","Internet-based","8",220000,"USD",NA
"3493","Male","United States","38","Machine Learning Engineer","TensorFlow","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Telecommunications","8",140000,"USD",NA
"3494","Male","Italy","22","Software Developer/Software Engineer","Microsoft Azure Machine Learning","Python","Bachelor's degree","University courses","Academic","7",30000,"EUR",NA
"3495","Male","United States","51","Machine Learning Engineer","TensorFlow","Python","Master's degree","Online courses (coursera, udemy, edx, etc.)","Hospitality/Entertainment/Sports","10 - Highly Satisfied",135000,"USD",NA
"3496","Female","United States","28","Business Analyst","R","C/C++/C#","Master's degree","University courses","Academic","5",60000,"USD",NA
