Sexo,Peso,Altura
Hombre,100,185
Hombre,91,175
Hombre,78,172
Hombre,83,172
Hombre,72,163
Hombre,83,170
Hombre,83,173
Hombre,81,170
Hombre,82,182
Hombre,86,177
Hombre,90,177
Hombre,69,169
Hombre,86,173
Hombre,96,182
Hombre,84,172
Hombre,74,169
Hombre,78,172
Hombre,81,179
Hombre,65,157
Hombre,82,174
Hombre,81,171
Hombre,90,177
Hombre,81,171
Hombre,82,171
Hombre,88,174
Hombre,81,173
Hombre,95,181
Hombre,83,178
Hombre,79,170
Hombre,89,179
Hombre,85,177
Hombre,83,165
Hombre,105,187
Hombre,88,176
Hombre,78,172
Hombre,96,183
Hombre,85,175
Hombre,94,180
Hombre,73,164
Hombre,79,175
Hombre,80,171
Hombre,109,194
Hombre,82,172
Hombre,70,160
Hombre,79,173
Hombre,87,181
Hombre,79,174
Hombre,75,169
Hombre,84,172
Hombre,92,178
Hombre,80,172
Hombre,90,181
Hombre,78,172
Hombre,83,175
Hombre,89,177
Hombre,86,182
Hombre,90,172
Hombre,75,168
Hombre,84,175
Hombre,81,172
Hombre,95,181
Hombre,109,191
Hombre,79,173
Hombre,79,169
Hombre,86,174
Hombre,76,169
Hombre,96,184
Hombre,69,165
Hombre,70,170
Hombre,69,165
Hombre,70,161
Hombre,79,166
Hombre,72,170
Hombre,88,170
Hombre,71,165
Hombre,83,171
Hombre,81,170
Hombre,79,173
Hombre,80,170
Hombre,94,177
Hombre,84,173
Hombre,82,173
Hombre,97,182
Hombre,76,175
Hombre,91,177
Hombre,81,174
Hombre,80,174
Hombre,104,186
Hombre,88,173
Hombre,83,173
Hombre,89,181
Hombre,87,181
Hombre,76,170
Hombre,80,173
Hombre,91,176
Hombre,79,176
Hombre,74,165
Hombre,86,178
Hombre,87,178
Hombre,82,174
Hombre,75,173
Hombre,91,180
Hombre,81,172
Hombre,79,165
Hombre,86,175
Hombre,84,176
Hombre,95,181
Hombre,79,168
Hombre,89,171
Hombre,82,169
Hombre,77,171
Hombre,78,173
Hombre,99,189
Hombre,71,163
Hombre,87,174
Hombre,96,184
Hombre,100,184
Hombre,71,163
Hombre,91,182
Hombre,80,177
Hombre,83,173
Hombre,81,177
Hombre,83,179
Hombre,86,170
Hombre,69,164
Hombre,91,179
Hombre,87,175
Hombre,82,180
Hombre,84,179
Hombre,77,172
Hombre,95,187
Hombre,81,168
Hombre,85,165
Hombre,79,178
Hombre,55,148
Hombre,91,184
Hombre,74,171
Hombre,75,170
Hombre,84,172
Hombre,81,173
Hombre,76,174
Hombre,93,183
Hombre,79,170
Hombre,92,184
Hombre,63,160
Hombre,86,169
Hombre,100,185
Hombre,102,189
Hombre,76,176
Hombre,91,184
Hombre,87,178
Hombre,85,183
Hombre,82,178
Hombre,97,181
Hombre,76,171
Hombre,84,171
Hombre,86,185
Hombre,74,171
Hombre,66,156
Hombre,81,175
Hombre,68,166
Hombre,72,167
Hombre,84,177
Hombre,75,170
Hombre,87,171
Hombre,97,190
Hombre,85,186
Hombre,77,166
Hombre,82,170
Hombre,87,178
Hombre,89,179
Hombre,92,180
Hombre,74,169
Hombre,84,176
Hombre,61,160
Hombre,82,170
Hombre,96,180
Hombre,78,169
Hombre,88,173
Hombre,82,178
Hombre,94,176
Hombre,87,179
Hombre,92,180
Hombre,96,189
Hombre,90,183
Hombre,79,168
Hombre,87,167
Hombre,87,171
Hombre,95,180
Hombre,97,185
Hombre,81,173
Hombre,82,172
Hombre,84,169
Hombre,82,167
Hombre,75,166
Hombre,83,178
Hombre,76,169
Hombre,83,171
Hombre,90,175
Hombre,78,169
Hombre,72,165
Hombre,102,184
Hombre,92,179
Hombre,83,173
Hombre,81,172
Hombre,96,181
Hombre,87,177
Hombre,84,171
Hombre,85,180
Hombre,102,184
Hombre,92,177
Hombre,79,168
Hombre,86,178
Hombre,90,181
Hombre,69,158
Hombre,85,183
Hombre,78,172
Hombre,88,178
Hombre,85,173
Hombre,95,181
Hombre,89,183
Hombre,83,175
Hombre,75,167
Hombre,92,188
Hombre,71,164
Hombre,99,182
Hombre,62,162
Hombre,75,166
Hombre,93,182
Hombre,76,171
Hombre,76,168
Hombre,87,181
Hombre,99,184
Hombre,84,174
Hombre,81,173
Hombre,87,179
Hombre,90,177
Hombre,89,178
Hombre,93,184
Hombre,80,168
Hombre,99,187
Hombre,72,163
Hombre,82,169
Hombre,87,178
Hombre,66,166
Hombre,83,173
Hombre,76,174
Hombre,81,169
Hombre,96,187
Hombre,87,178
Hombre,82,172
Hombre,93,179
Hombre,84,169
Hombre,101,188
Hombre,78,171
Hombre,78,170
Hombre,93,184
Hombre,78,166
Hombre,92,183
Hombre,88,172
Hombre,77,167
Hombre,77,172
Hombre,88,173
Hombre,66,162
Hombre,74,170
Hombre,88,176
Hombre,82,176
Hombre,95,184
Hombre,77,172
Hombre,78,174
Hombre,88,171
Hombre,75,167
Hombre,81,173
Hombre,85,176
Hombre,87,177
Hombre,96,179
Hombre,79,179
Hombre,101,185
Hombre,80,170
Hombre,83,178
Hombre,82,166
Hombre,69,163
Hombre,70,162
Hombre,92,179
Hombre,81,172
Hombre,84,171
Hombre,78,172
Hombre,98,184
Hombre,65,165
Hombre,80,171
Hombre,76,174
Hombre,91,178
Hombre,90,182
Hombre,75,170
Hombre,90,181
Hombre,85,176
Hombre,77,168
Hombre,78,169
Hombre,76,167
Hombre,99,187
Hombre,78,168
Hombre,88,177
Hombre,88,178
Hombre,93,182
Hombre,76,171
Hombre,75,167
Hombre,74,171
Hombre,82,175
Hombre,85,168
Hombre,88,180
Hombre,82,175
Hombre,72,166
Hombre,90,178
Hombre,85,181
Hombre,79,173
Hombre,98,186
Hombre,96,183
Hombre,99,188
Hombre,87,173
Hombre,77,165
Hombre,70,153
Hombre,87,175
Hombre,85,176
Hombre,73,165
Hombre,89,178
Hombre,63,165
Hombre,86,181
Hombre,101,184
Hombre,86,180
Hombre,99,184
Hombre,80,175
Hombre,82,175
Hombre,92,181
Hombre,77,165
Hombre,87,185
Hombre,80,174
Hombre,72,175
Hombre,90,170
Hombre,84,181
Hombre,90,178
Mujer,46,149
Mujer,64,165
Mujer,59,160
Mujer,58,163
Mujer,58,156
Mujer,71,167
Mujer,52,159
Mujer,74,166
Mujer,50,157
Mujer,47,161
Mujer,75,172
Mujer,48,156
Mujer,58,160
Mujer,46,149
Mujer,44,148
Mujer,57,154
Mujer,68,178
Mujer,52,158
Mujer,48,156
Mujer,66,160
Mujer,63,158
Mujer,55,157
Mujer,71,168
Mujer,65,165
Mujer,67,167
Mujer,60,163
Mujer,38,143
Mujer,62,159
Mujer,62,156
Mujer,56,157
Mujer,63,165
Mujer,49,155
Mujer,68,170
Mujer,53,152
Mujer,63,162
Mujer,56,160
Mujer,60,161
Mujer,59,153
Mujer,58,161
Mujer,49,154
Mujer,66,171
Mujer,72,169
Mujer,51,152
Mujer,60,162
Mujer,58,161
Mujer,69,170
Mujer,63,168
Mujer,62,164
Mujer,81,168
Mujer,67,167
Mujer,65,165
Mujer,65,163
Mujer,63,158
Mujer,58,156
Mujer,53,154
Mujer,62,161
Mujer,62,158
Mujer,64,168
Mujer,56,158
Mujer,66,169
Mujer,49,151
Mujer,72,163
Mujer,69,164
Mujer,64,155
Mujer,67,167
Mujer,59,162
Mujer,71,176
Mujer,71,170
Mujer,65,161
Mujer,44,155
Mujer,57,151
Mujer,60,162
Mujer,53,153
Mujer,65,157
Mujer,41,142
Mujer,77,171
Mujer,70,165
Mujer,63,166
Mujer,56,160
Mujer,46,149
Mujer,64,167
Mujer,60,156
Mujer,60,161
Mujer,53,151
Mujer,63,170
Mujer,57,158
Mujer,61,165
Mujer,77,179
Mujer,74,171
Mujer,80,173
Mujer,56,161
Mujer,48,155
Mujer,73,179
Mujer,62,165
Mujer,55,155
Mujer,64,157
Mujer,65,166
Mujer,50,157
Mujer,56,159
Mujer,60,163
Mujer,66,162
Mujer,75,177
Mujer,57,159
Mujer,80,182
Mujer,60,157
Mujer,63,167
Mujer,47,152
Mujer,66,163
Mujer,54,157
Mujer,62,164
Mujer,52,153
Mujer,58,155
Mujer,66,167
Mujer,52,154
Mujer,56,164
Mujer,59,160
Mujer,64,162
Mujer,60,158
Mujer,49,156
Mujer,64,164
Mujer,66,166
Mujer,57,155
Mujer,42,145
Mujer,43,143
Mujer,59,154
Mujer,62,156
Mujer,57,157
Mujer,69,169
Mujer,64,165
Mujer,72,161
Mujer,63,164
Mujer,60,155
Mujer,53,158
Mujer,63,165
Mujer,64,160
Mujer,59,160
Mujer,61,160
Mujer,63,167
Mujer,57,160
Mujer,55,159
Mujer,50,156
Mujer,57,161
Mujer,55,157
Mujer,73,172
Mujer,74,168
Mujer,53,158
Mujer,60,165
Mujer,55,165
Mujer,55,162
Mujer,67,162
Mujer,59,162
Mujer,52,151
Mujer,63,163
Mujer,65,168
Mujer,58,150
Mujer,63,162
Mujer,54,158
Mujer,64,166
Mujer,71,165
Mujer,55,157
Mujer,69,162
Mujer,60,163
Mujer,50,147
Mujer,47,148
Mujer,57,158
Mujer,54,155
Mujer,50,156
Mujer,72,171
Mujer,55,160
Mujer,61,162
Mujer,62,168
Mujer,51,154
Mujer,56,158
Mujer,72,167
Mujer,68,168
Mujer,74,167
Mujer,46,157
Mujer,57,156
Mujer,64,165
Mujer,61,165
Mujer,47,145
Mujer,58,163
Mujer,43,145
Mujer,50,157
Mujer,55,161
Mujer,68,163
Mujer,72,167
Mujer,51,156
Mujer,65,160
Mujer,61,154
Mujer,53,153
Mujer,41,149
Mujer,71,169
Mujer,71,168
Mujer,60,159
Mujer,56,160
Mujer,50,156
Mujer,50,156
Mujer,56,156
Mujer,59,163
Mujer,59,156
Mujer,67,164
Mujer,68,169
Mujer,80,170
Mujer,68,159
Mujer,55,163
Mujer,50,154
Mujer,59,153
Mujer,50,149
Mujer,60,160
Mujer,51,156
Mujer,52,155
Mujer,63,160
Mujer,54,157
Mujer,38,144
Mujer,52,159
Mujer,44,149
Mujer,50,155
Mujer,54,160
Mujer,68,169
Mujer,80,173
Mujer,45,148
Mujer,64,162
Mujer,64,163
Mujer,61,163
Mujer,73,169
Mujer,66,159
Mujer,61,163
Mujer,51,147
Mujer,47,149
Mujer,67,168
Mujer,59,166
Mujer,54,155
Mujer,66,164
Mujer,68,166
Mujer,58,160
Mujer,63,164
Mujer,65,160
Mujer,59,157
Mujer,63,164
Mujer,54,156
Mujer,65,165
Mujer,60,163
Mujer,54,159
Mujer,67,162
Mujer,68,165
Mujer,67,165
Mujer,71,163
Mujer,56,158
Mujer,69,171
Mujer,83,178
Mujer,53,156
Mujer,67,165
Mujer,65,173
Mujer,65,163
Mujer,59,161
Mujer,65,165
Mujer,53,155
Mujer,59,164
Mujer,71,166
Mujer,59,166
Mujer,58,159
Mujer,51,156
Mujer,57,161
Mujer,58,154
Mujer,60,159
Mujer,70,164
Mujer,70,174
Mujer,82,173
Mujer,79,167
Mujer,60,155
Mujer,58,158
Mujer,66,162
Mujer,68,166
Mujer,58,156
Mujer,58,160
Mujer,58,160
Mujer,65,169
Mujer,52,151
Mujer,45,149
Mujer,59,162
Mujer,47,156
Mujer,66,167
Mujer,74,178
Mujer,53,159
Mujer,58,159
Mujer,61,162
Mujer,71,171
Mujer,69,162
Mujer,50,154
Mujer,58,158
Mujer,58,161
Mujer,52,154
Mujer,60,160
Mujer,75,170
Mujer,53,154
Mujer,70,166
Mujer,75,174
Mujer,70,170
Mujer,56,150
Mujer,48,145
Mujer,55,160
Mujer,60,162
Mujer,73,168
Mujer,64,166
Mujer,49,156
Mujer,54,157
Mujer,59,154
Mujer,63,170
Mujer,41,148
Mujer,60,158
Mujer,54,154
Mujer,69,161
Mujer,51,157
Mujer,54,151
Mujer,56,156
Mujer,57,158
Mujer,59,153
Mujer,53,155
Mujer,66,162
Mujer,50,152
Mujer,53,157
Mujer,48,154
Mujer,49,154
Mujer,60,169
Mujer,67,162
Mujer,62,157
Mujer,61,164
Mujer,58,165
Mujer,62,159
Mujer,65,164
Mujer,56,157
Mujer,56,160
Mujer,48,156
Mujer,67,168
Mujer,70,164
Mujer,64,172
Mujer,60,161
Mujer,57,167
Mujer,57,156
Mujer,49,154
Mujer,52,156
Mujer,59,160
Mujer,73,172
Mujer,70,163
Mujer,40,140
Mujer,53,156
Mujer,72,170
Mujer,73,168
Mujer,58,165
Mujer,55,155
Mujer,71,167
Mujer,56,157
Mujer,70,170
Mujer,57,156
Mujer,63,160
Mujer,57,159
Mujer,54,157
Mujer,54,159
Mujer,62,158
Mujer,31,141
Mujer,56,154
Mujer,65,166
Mujer,61,154
Mujer,46,151
Mujer,68,163
Mujer,72,175
Mujer,71,169
Mujer,61,163
Mujer,69,162
Mujer,70,169
Mujer,75,166
Mujer,73,172
Mujer,68,173
Mujer,75,171
Mujer,46,156
Mujer,50,152
Mujer,48,159
Mujer,55,157
Mujer,50,147
Mujer,50,150
Mujer,52,154
Mujer,51,151
Mujer,60,161
Mujer,54,159
Mujer,64,165
Mujer,42,146
Mujer,73,177
Mujer,61,159
Mujer,49,151
Mujer,71,163
Mujer,65,159
Mujer,53,161
Mujer,77,177
Mujer,42,152
Mujer,59,158
Mujer,61,163
Mujer,58,158
Mujer,59,159
Mujer,57,158
Mujer,51,152
Mujer,56,157
Mujer,64,163
Mujer,59,168
Mujer,57,164
Mujer,64,163
Mujer,71,176
Mujer,57,157
Mujer,60,163
Mujer,75,169
Mujer,66,164
Mujer,61,161
Mujer,69,168
Mujer,64,168
Mujer,57,156
Mujer,56,164
Mujer,82,177
Mujer,53,155
Mujer,63,160
Mujer,60,168
Mujer,58,164
Mujer,57,160
Mujer,60,157
Mujer,81,170
Mujer,54,150
Mujer,51,155
Mujer,45,147
Mujer,58,161
Mujer,64,163
Mujer,65,165
Mujer,66,168
Mujer,66,166
Mujer,51,161
Mujer,53,156
Mujer,63,150
Mujer,53,156
Mujer,61,159
Mujer,69,174
Mujer,65,164
Mujer,45,153
Mujer,60,164
Mujer,60,158
Mujer,52,158
Mujer,67,164
Mujer,67,165
Mujer,58,157
Mujer,72,168
Mujer,56,158
Mujer,64,167
Mujer,52,154
Mujer,54,159
Mujer,64,161
Mujer,56,160
Mujer,59,157
Mujer,68,162
Mujer,53,156
Mujer,64,164
Mujer,53,157
Mujer,63,162
Mujer,68,165
Mujer,51,163
Mujer,63,165
Mujer,42,145
Mujer,57,160
Mujer,73,169
Mujer,60,162
Mujer,53,153
Mujer,62,165
Mujer,60,161
Mujer,68,165
Mujer,63,160
Mujer,68,166
Mujer,51,153
Mujer,51,153
Mujer,59,169
Mujer,58,160
Mujer,75,173
Mujer,61,161
Mujer,54,154
Mujer,53,155
Mujer,70,164
Mujer,63,160
Mujer,63,163
Mujer,69,158
Mujer,72,170
Mujer,62,162
Mujer,64,163
Mujer,56,153
Mujer,60,163
Mujer,68,167
Mujer,53,156
Mujer,67,161
Mujer,56,159
Mujer,70,173
Mujer,65,161
Mujer,62,158
Mujer,62,165
Mujer,66,166
Mujer,70,167
Mujer,67,168
Mujer,65,166
Mujer,62,163
Mujer,67,164
Mujer,63,165
Mujer,63,157
Mujer,63,163
Mujer,67,164
Mujer,78,169
Mujer,64,162
Mujer,61,164
Mujer,76,168
Mujer,53,154
Mujer,59,158
Mujer,55,159
Mujer,55,153
Mujer,65,159
Mujer,74,170
Mujer,56,150
Mujer,61,161
Mujer,77,167
Mujer,48,159
Mujer,59,162
Mujer,74,178
Mujer,77,173
Mujer,52,152
Mujer,43,148
Mujer,62,155
Mujer,60,161
Mujer,58,166
Mujer,58,156
Mujer,60,157
Mujer,54,161
Mujer,75,170
Mujer,65,163
Mujer,58,163
Mujer,75,170
Mujer,65,159
Mujer,72,165
Mujer,68,167
Mujer,55,163
Mujer,62,159
Mujer,67,160
Mujer,59,160
Mujer,68,164
Mujer,53,154
Mujer,64,164
Mujer,54,160
Mujer,62,160
Mujer,67,163
Mujer,61,160
Mujer,51,154
Mujer,53,153
Mujer,68,168
Mujer,73,171
Mujer,54,160
Mujer,79,171
Mujer,71,166
Mujer,51,149
Mujer,67,169
Mujer,66,170
Mujer,58,157
Mujer,58,165
Mujer,68,165
Mujer,61,156
Mujer,70,168
Mujer,52,159
Mujer,76,176
Mujer,52,160
Mujer,63,165
Mujer,58,154
Mujer,69,166
Mujer,69,160
Mujer,59,160
Mujer,64,163
Mujer,64,161
Mujer,56,157
Mujer,69,170
Mujer,66,163
Mujer,66,167
Mujer,56,162
Mujer,77,171
Mujer,74,169
Mujer,56,158
Mujer,79,175
Mujer,59,163
Mujer,70,165
Mujer,60,160
Mujer,64,159
Mujer,57,156
Mujer,59,158
Mujer,62,167
Mujer,57,159
Mujer,62,157
Mujer,59,162
Mujer,54,155
Mujer,61,159
Mujer,61,159
Mujer,68,166
Mujer,57,160
Mujer,61,161
Mujer,77,171
Mujer,43,151
Mujer,62,162
Mujer,59,162
Mujer,78,173
Mujer,41,153
Mujer,49,160
Mujer,73,165
Mujer,60,157
Mujer,75,167
Mujer,64,161
Mujer,47,148
Mujer,67,158
Mujer,61,157
Mujer,74,165
Mujer,57,162
Mujer,57,156
Mujer,61,160
Mujer,63,155
Mujer,60,158
Mujer,58,160
Mujer,65,165
Mujer,81,172
Mujer,53,154
Mujer,55,157
Mujer,72,172
Mujer,72,163
Mujer,66,164
Mujer,53,155
Mujer,78,175
Mujer,48,151
Mujer,60,162
Mujer,56,161
Mujer,74,168
Mujer,67,163
Mujer,70,171
Mujer,69,161
Mujer,60,157
Mujer,63,165
Mujer,69,169
Mujer,65,162
Mujer,70,169
Mujer,62,162
Mujer,66,168
Mujer,66,165
Mujer,52,148
Mujer,65,159
Mujer,55,154
Mujer,48,153
Mujer,61,165
Mujer,64,168
Mujer,59,160
Mujer,62,167
Mujer,51,157
Mujer,66,162
Mujer,41,149
Mujer,69,166
Mujer,63,168
Mujer,64,166
Mujer,70,173
Mujer,73,171
Mujer,76,173
Mujer,85,174
Mujer,63,162
Mujer,65,169
Mujer,78,173
Mujer,74,172
Mujer,80,176
Mujer,66,163
Mujer,56,165
Mujer,58,154
Mujer,73,169
Mujer,64,166
Mujer,67,165
Mujer,75,168
Mujer,60,165
Mujer,53,161
Mujer,67,169
Mujer,66,164
Mujer,51,154
Mujer,63,162
Mujer,53,154
Mujer,63,164
Mujer,68,167
Mujer,57,159
Mujer,51,161
Mujer,54,158
Mujer,73,179
Mujer,54,159
Mujer,75,171
Mujer,50,151
Mujer,59,161
Mujer,63,161
Mujer,64,168
Mujer,61,156
Mujer,61,159
Mujer,50,157
Mujer,62,168
Mujer,60,162
Mujer,61,160
Mujer,65,162
Mujer,69,169
Mujer,68,167
Mujer,73,163
Mujer,54,156
Mujer,75,169
Mujer,55,152
Mujer,61,165
Mujer,61,158
Mujer,52,155
Mujer,62,161
Mujer,46,154
Mujer,73,163
Mujer,65,166
Mujer,76,171
Mujer,65,157
Mujer,44,146
Mujer,71,168
Mujer,79,166
Mujer,41,148
Mujer,79,168
Mujer,46,149
Mujer,66,172
Mujer,75,173
Mujer,68,162
Mujer,64,165
Mujer,49,152
Mujer,56,155
Mujer,76,175
Mujer,69,169
Mujer,58,156
Mujer,78,168
Mujer,42,142
Mujer,79,172
Mujer,63,160
Mujer,45,156
Mujer,80,174
Mujer,55,156
Mujer,78,173
Mujer,66,166
Mujer,36,142
Mujer,79,171
Mujer,66,162
Mujer,62,164
Mujer,59,155
Mujer,63,161
Mujer,46,148
Mujer,71,173
Mujer,67,161
Mujer,67,168
Mujer,59,151
Mujer,62,162
Mujer,68,157
Mujer,69,172
Mujer,60,151
Mujer,56,159
Mujer,64,167
Mujer,60,154
Mujer,72,171
Mujer,51,159
Mujer,58,160
Mujer,74,171
Mujer,58,158
Mujer,64,160
Mujer,53,158
Mujer,54,154
Mujer,53,157
Mujer,53,153
Mujer,59,157
Mujer,64,163
Mujer,67,165
Mujer,69,169
Mujer,49,152
Mujer,76,168
Mujer,68,172
Mujer,45,150
Mujer,74,175
Mujer,63,169
Mujer,65,162
Mujer,62,160
Mujer,62,159
Mujer,71,164
Mujer,63,161
Mujer,53,161
Mujer,54,163
Mujer,48,153
Mujer,55,164
Mujer,64,168
Mujer,63,163
Mujer,67,165
Mujer,60,158
Mujer,58,153
Mujer,61,163
Mujer,68,168
Mujer,75,175
Mujer,53,157
Mujer,53,157
Mujer,63,155
Mujer,56,164
Mujer,63,162
Mujer,72,168
Mujer,68,164
Mujer,61,163
Mujer,69,172
Mujer,65,161
Mujer,76,175
Mujer,66,171
Mujer,50,153
Mujer,53,152
Mujer,48,151
Mujer,79,173
Mujer,72,166
Mujer,74,173
Mujer,68,171
Mujer,57,161
Mujer,57,161
Mujer,72,170
Mujer,57,159
Mujer,69,170
Mujer,57,159
Mujer,62,157
Mujer,48,146
Mujer,54,161
Mujer,62,158
Mujer,57,157
Mujer,67,161
Mujer,75,174
Mujer,67,165
Mujer,52,156
Mujer,55,156
Mujer,66,163
Mujer,49,154
Mujer,63,165
Mujer,61,160
Mujer,64,165
Mujer,63,162
Mujer,59,159
Mujer,67,160
Mujer,62,163
Mujer,62,165
Mujer,62,163
Mujer,53,157
Mujer,55,159
Mujer,65,171
Mujer,76,168
Mujer,49,148
Mujer,58,156
Mujer,46,148
Mujer,65,164
Mujer,41,147
Mujer,70,173
Mujer,48,152
Mujer,70,166
Mujer,63,162
Mujer,68,171
Mujer,76,171
Mujer,57,165
Mujer,59,157
Mujer,76,164
Mujer,64,165
Mujer,72,163
Mujer,56,159
Mujer,50,162
Mujer,58,164
Mujer,71,169
Mujer,73,172
Mujer,62,159
Mujer,55,161
Mujer,43,148
Mujer,51,158
Mujer,70,170
Mujer,61,157
Mujer,60,156
Mujer,59,160
Mujer,66,166
Mujer,58,157
Mujer,54,156
Mujer,66,166
Mujer,53,150
Mujer,60,163
Mujer,76,162
Mujer,59,153
Mujer,71,167
Mujer,39,150
Mujer,68,169
Mujer,55,162
Mujer,62,166
Mujer,66,171
Mujer,68,164
Mujer,67,168
Mujer,54,161
Mujer,64,156
Mujer,58,158
Mujer,56,168
Mujer,63,156
Mujer,64,172
Mujer,66,164
Mujer,64,163
Mujer,58,159
Mujer,76,175
Mujer,52,154
Mujer,76,167
Mujer,75,178
Mujer,64,163
Mujer,58,158
Mujer,74,165
Mujer,59,167
Mujer,54,154
Mujer,60,163
Mujer,68,172
Mujer,64,162
Mujer,64,162
Mujer,67,164
Mujer,54,160
Mujer,61,154
Mujer,55,156
Mujer,63,166
Mujer,76,174
Mujer,57,156
Mujer,61,163
Mujer,49,153
Mujer,70,166
Mujer,49,159
Mujer,52,155
Mujer,71,165
Mujer,39,146
Mujer,55,151
Mujer,54,157
Mujer,51,152
Mujer,54,157
Mujer,54,158
Mujer,73,174
Mujer,63,154
Mujer,58,157
Mujer,48,150
Mujer,55,155
Mujer,81,174
Mujer,58,164
Mujer,55,160
Mujer,58,151
Mujer,60,157
Mujer,46,155
Mujer,57,156
Mujer,53,159
Mujer,65,166
Mujer,52,158
Mujer,43,152
Mujer,71,166
Mujer,65,163
Mujer,63,162
Mujer,64,158
Mujer,64,159
Mujer,66,169
Mujer,74,173
Mujer,62,157
Mujer,68,166
Mujer,63,161
Mujer,64,166
Mujer,40,144
Mujer,41,147
Mujer,77,174
Mujer,69,161
Mujer,63,160
Mujer,74,171
Mujer,72,169
Mujer,61,158
Mujer,44,153
Mujer,61,160
Mujer,72,170
Mujer,77,171
Mujer,72,166
Mujer,64,159
Mujer,62,161
Mujer,70,167
Mujer,65,164
Mujer,49,153
Mujer,79,180
Mujer,48,151
Mujer,62,157
Mujer,66,168
Mujer,67,166
Mujer,44,149
Mujer,60,161
Mujer,59,160
Mujer,48,153
Mujer,50,159
Mujer,54,159
Mujer,55,158
Mujer,56,162
Mujer,56,154
Mujer,61,169
Mujer,61,153
Mujer,58,158
Mujer,63,160
Mujer,53,155
Mujer,55,162
Mujer,49,157
Mujer,67,165
Mujer,73,172
Mujer,61,166
Mujer,63,165
Mujer,65,161
Mujer,61,165
Mujer,60,158
Mujer,73,167
Mujer,55,154
Mujer,67,164
Mujer,59,158
Mujer,66,161
Mujer,57,155
Mujer,57,162
Mujer,69,168
Mujer,45,145
Mujer,59,160
Mujer,48,149
Mujer,69,163
Mujer,69,168
Mujer,59,163
Mujer,69,169
Mujer,68,164
Mujer,60,151
Mujer,70,160
Mujer,66,162
Mujer,73,165
Mujer,67,168
Mujer,61,164
Mujer,68,169
Mujer,68,167
Mujer,60,161
Mujer,62,158
Mujer,64,167
Mujer,61,158
Mujer,61,161
Mujer,59,163
Mujer,63,163
Mujer,56,161
Mujer,66,164
Mujer,68,162
Mujer,50,155
Mujer,53,160
Mujer,62,163
Mujer,46,156
Mujer,64,162
Mujer,59,155
Mujer,62,166
Mujer,61,162
Mujer,66,172
Mujer,40,143
Mujer,44,147
Mujer,57,152
Mujer,56,151
Mujer,60,166
Mujer,59,160
Mujer,54,159
Mujer,62,166
Mujer,67,170
Mujer,55,153
Mujer,66,159
Mujer,63,163
Mujer,56,162
Mujer,62,160
Mujer,56,159
Mujer,58,159
Mujer,54,160
Mujer,59,155
Mujer,64,165
Mujer,55,154
Mujer,57,162
Mujer,68,165
Mujer,73,172
Mujer,58,158
Mujer,57,169
Mujer,58,165
Mujer,66,164
Mujer,55,155
Mujer,67,163
Mujer,53,157
Mujer,54,156
Mujer,64,163
Mujer,62,158
Mujer,48,149
Mujer,67,165
Mujer,57,161
Mujer,63,169
Mujer,50,150
Mujer,51,150
Mujer,49,154
Mujer,60,167
Mujer,71,168
Mujer,43,146
Mujer,51,157
Mujer,65,165
Mujer,74,175
Mujer,69,162
Mujer,57,162
Mujer,64,168
Mujer,65,165
Mujer,56,157
Mujer,76,169
Mujer,62,159
Mujer,61,158
Mujer,68,169
Mujer,56,162
Mujer,74,169
Mujer,65,168
Mujer,46,149
Mujer,62,160
Mujer,55,165
Mujer,56,160
Mujer,60,157
Mujer,58,164
Mujer,72,160
Mujer,64,162
Mujer,59,158
Mujer,46,155
Mujer,64,170
Mujer,79,181
Mujer,49,153
Mujer,56,159
Mujer,49,157
Mujer,56,158
Mujer,52,162
Mujer,57,152
Mujer,73,173
Mujer,61,166
Mujer,67,166
Mujer,48,151
Mujer,58,165
Mujer,72,167
Mujer,49,150
Mujer,64,167
Mujer,69,165
Mujer,63,166
Mujer,60,158
Mujer,73,168
Mujer,59,165
Mujer,58,166
Mujer,72,170
Mujer,67,163
Mujer,64,162
Mujer,54,155
Mujer,71,173
Mujer,57,161
Mujer,72,167
Mujer,70,165
Mujer,54,156
Mujer,77,176
Mujer,69,166
Mujer,64,164
Mujer,69,164
Mujer,65,157
Mujer,56,162
Mujer,63,162
Mujer,52,154
Mujer,71,162
Mujer,70,174
Mujer,62,155
Mujer,51,154
Mujer,63,162
Mujer,65,173
Mujer,73,170
Mujer,71,178
Mujer,59,154
Mujer,64,159
Mujer,80,171
Mujer,55,155
Mujer,70,167
Mujer,76,176
Mujer,57,153
Mujer,64,156
Mujer,63,161
Mujer,49,158
Mujer,65,165
Mujer,68,166
Mujer,65,165
Mujer,74,167
Mujer,47,141
Mujer,42,149
Mujer,64,161
Mujer,65,159
Mujer,65,164
Mujer,50,161
Mujer,65,163
Mujer,62,161
Mujer,69,168
Mujer,59,153
Mujer,72,176
Mujer,73,170
Mujer,60,158
Mujer,61,164
Mujer,51,157
Mujer,66,162
Mujer,53,155
Mujer,63,164
Mujer,64,163
Mujer,71,167
Mujer,45,151
Mujer,61,162
Mujer,60,162
Mujer,55,156
Mujer,63,162
Mujer,69,167
Mujer,55,160
Mujer,76,174
Mujer,84,178
Mujer,65,158
Mujer,50,151
Mujer,55,160
Mujer,50,157
Mujer,62,162
Mujer,56,153
Mujer,60,162
Mujer,63,161
Mujer,69,168
